Topic,ctfidf_top_terms
-1,"孩子,可爱,马拉松,第一,参加,倒数,保安,鲁班,人类,一脚,小派,奶瓶,春晚,宝宝,苍蝇"
0,"机器人,人类,遥控,自主,这些,机器,马拉松,比赛,人形,玩具,人形机器人,ai,机械,小机器人,跑步"
1,"搞笑,真的,加油,好笑,看热闹,欢乐,评论,视频,比赛,现场,最后,流量,很多,重要,跳舞"
2,"短腿,腿短,这小,一步,跑步,步伐,太短,小腿,矫健,容易,摔倒,倒腾,孩子,挺快,鞋子"
3,"降温,喷雾,屁股,过热,云南白药,防晒,散热,电机,喷点,wd40,关节,孩子,一下,裤裆,制冷剂"
4,"可爱,小小的,东西,喜欢,果然,真的,好萌,小时候,宝宝,眼睛,小东西,小玩意儿,小家伙,你家,长得"
5,"荣耀,宇树,第一个,闪电,撞线,遥控,机器人,厉害,参赛,华为,成绩,手机,比赛,终点,六名"
6,"奶瓶,孩子,幼儿园,奶嘴,长大,手里,大人,断奶,炸药包,小孩,迟到,甚至,学校,还拿个,背着"
