Topic,ctfidf_top_terms
0,"机器人,汽车,为什么,遥控,机器,小机器人,人形机器人,人类,人形,自主,比赛,做成,轮子,马拉松,为了"
1,"镜头,好笑,搞笑,真的,语言,评论,视频,世界,不行,转过,一转,斯皮尔伯格,最后,春晚,主角"
2,"低血糖,赛跑,龟兔,马拉松,耐克,小孩,恶疾,突发,跑步,不如,电池,地上,好像,稳定,重心"
3,"地上,镜头,坐在,一转,最后,坐下,不住,出现,突然,没人,干嘛,蓝色,搞笑,没人管,旁边"
4,"奶瓶,可爱,小孩,奶嘴,小鼻嘎,脖子,鲁班,果然,还拿个,小小的,安抚,东西,真的,小孩儿,孩子"
