robot_status,topic,mean_share_post_averaged,n_posts_in_status
强势,0,0.24041533546325877,1
强势,1,0.12420127795527157,1
强势,2,0.1018370607028754,1
强势,3,0.1992811501597444,1
强势,4,0.1457667731629393,1
强势,5,0.09531416400425985,1
强势,6,0.09318423855165069,1
成功,0,0.17994097659618025,4
成功,1,0.23441521885057626,4
成功,2,0.196384374485161,4
成功,3,0.026877160561949037,4
成功,4,0.08292656249261554,4
成功,5,0.09737086459125585,4
成功,6,0.18208484242226206,4
