Topic,ctfidf_top_terms
-1,"第一,鲁班,小派,可爱,倒数,苍蝇,蟑螂,七号,马拉松,蚊子,小鼻嘎,感谢,老鼠,ai,孩子"
0,"可爱,孩子,奶瓶,真的,鞋子,短腿,摔倒,小孩,腿短,参加,最后,一步,小朋友,随时,人家"
1,"机器人,人类,机器,人形,轮子,小机器人,肯定,机械,人形机器人,为什么,马拉松,需要,机器狗,形态,跑步"
