Topic,ctfidf_top_terms
-1,"荣耀,鲁班,第一个,机器人,七号,宇树,撞线,闪电,遥控,假酒,比赛,喝多,厉害,成绩,华为"
0,"机器人,可爱,人类,孩子,真的,马拉松,奶瓶,跑步,比赛,这些,搞笑,一样,第一,自主,为什么"
1,"降温,喷雾,屁股,云南白药,过热,防晒,散热,喷点,电机,孩子,wd40,一下,关节,还要,裤裆"
