topic,top_terms,size
0,"机器人, 救护车, 抢救, 以为, 人类, 救人, 医生, 自爆, 马拉松, 中国, 地上, 之前, 服务, 视频, 一下",572
1,"担架, 搞笑, 还要, 还用, 拿个, 不行, 塑料袋, 不好, 为什么, 扫把, 好笑, 需要, tm, 抬走, 过来",168
2,"装备, 一地, 一下, 真的, 爆一地, 零件, 好像, 爆率, 质量, 原地, 东西, 上来, 厉害, 原来, 脑浆",138
3,"人, 以为, 抢救, 起来, ai, 救人, 视频, 玩意, 一堆, 机器, 事情, 一样, 测试, 意义, 汽车",446
4,"开始, 这样, 结束, ai, 碎成, 视频, 人类, 设计, 摔倒, 以为, 零件, 粉末, 玩具, 进步, 程度",244
