method,k,perplexity,reconstruction_err,topic_diversity,largest_topic_share,smallest_topic_share
lda,5,1736.285003346088,,0.9716748768472906,0.2188201746569239,0.1851719836036357
lda,7,1748.682812754146,,0.9542184689967941,0.16699340581001604,0.12924612368561753
lda,10,1771.4836010263932,,0.9786900200693304,0.12001425770807343,0.08436998752450543
lda,12,1843.9106792877915,,0.9782761937934352,0.10871502405988237,0.06376759935840313
nmf,5,,162.97871966184164,0.9527188328912467,0.36442701835679914,0.025521297451434683
nmf,7,,162.20812730472807,0.961204240021974,0.4286579932275887,0.021493494920691497
nmf,10,,161.2276277393875,0.9644836474721532,0.19201568347888076,0.020744965246836573
nmf,12,,160.64974343795367,0.9675401227125365,0.20898235608625915,0.018855818927107467
