robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.16958072879074018,18
,1,0.06697929085115542,18
,2,0.034219838731503874,18
,3,0.06597982151502182,18
,4,0.052085754045546995,18
,5,0.06505309319060533,18
,6,0.06209434491131552,18
,7,0.1057390427795773,18
,8,0.14385156914251024,18
,9,0.2344165160420233,18
中性,0,0.1500198604503595,3
中性,1,0.04574225113955249,3
中性,2,0.019235188436302165,3
中性,3,0.11221544954678388,3
中性,4,0.06619479375958279,3
中性,5,0.051885438049498876,3
中性,6,0.033874035587464595,3
中性,7,0.08364828433365594,3
中性,8,0.18920719820270046,3
中性,9,0.24797750049409936,3
失败,0,0.259043134043134,3
失败,1,0.06093681093681094,3
失败,2,0.013214263214263213,3
失败,3,0.035828660828660826,3
失败,4,0.01823851823851824,3
失败,5,0.0594930594930595,3
失败,6,0.0784114534114534,3
失败,7,0.0876882126882127,3
失败,8,0.14584252084252083,3
失败,9,0.24130336630336627,3
弱势,0,0.0953350473333971,4
弱势,1,0.03166922037075849,4
弱势,2,0.013278125167449056,4
弱势,3,0.0263532088156714,4
弱势,4,0.2131553404972703,4
弱势,5,0.03635346995141519,4
弱势,6,0.070264896776771,4
弱势,7,0.07828644420614395,4
弱势,8,0.16517822684082048,4
弱势,9,0.27012602004030306,4
强势,0,0.14636710024963867,1
强势,1,0.1283668374720799,1
强势,2,0.008803048219682039,1
强势,3,0.07975298909473132,1
强势,4,0.01064249113125739,1
强势,5,0.07449743791880173,1
强势,6,0.18039679411378268,1
强势,7,0.07055577453685455,1
强势,8,0.20930232558139536,1
强势,9,0.09131520168177637,1
成功,0,0.13256312648309232,4
成功,1,0.06353968319673262,4
成功,2,0.014580452791789936,4
成功,3,0.06579998843818426,4
成功,4,0.023942970114688773,4
成功,5,0.09689428059654528,4
成功,6,0.10453299304483035,4
成功,7,0.1259735794271366,4
成功,8,0.19828066561484278,4
成功,9,0.1738922602921571,4
