robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.19879081360702502,18
,1,0.2097518091880916,18
,2,0.19147708526797352,18
,3,0.17930793074994172,18
,4,0.22067236118696815,18
中性,0,0.2156190704059627,3
中性,1,0.23170984833010966,3
中性,2,0.17643191641906567,3
中性,3,0.2017217168213099,3
中性,4,0.17451744802355215,3
失败,0,0.20462682962682963,3
失败,1,0.1283390033390033,3
失败,2,0.20167370167370166,3
失败,3,0.23760211260211261,3
失败,4,0.22775835275835277,3
弱势,0,0.26469582094634236,4
弱势,1,0.22763440181940395,4
弱势,2,0.1535099865769445,4
弱势,3,0.2521917597768205,4
弱势,4,0.10196803088048867,4
强势,0,0.254105899356195,1
强势,1,0.1383523847063461,1
强势,2,0.14649848902903692,1
强势,3,0.2117987123899619,1
强势,4,0.24924451451846014,1
成功,0,0.30502570739597773,4
成功,1,0.13494623141109027,4
成功,2,0.21732169745218183,4
成功,3,0.16406465049376406,4
成功,4,0.17864171324698608,4
