robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.3367931664176165,18
,1,0.31825685813888904,18
,2,0.038306804015291525,18
,3,0.1469403209242044,18
,4,0.15970285050399857,18
中性,0,0.2941820136080149,3
中性,1,0.24972777446540564,3
中性,2,0.025942719024749438,3
中性,3,0.21650628996955834,3
中性,4,0.2136412029322717,3
失败,0,0.4471035721035721,3
失败,1,0.31175843675843673,3
失败,2,0.01567126567126567,3
失败,3,0.10232522732522732,3
失败,4,0.12314149814149815,3
弱势,0,0.18836209557025602,4
弱势,1,0.20941748754857292,4
弱势,2,0.020018428722490024,4
弱势,3,0.12352638047545697,4
弱势,4,0.458675607683224,4
强势,0,0.28747864932334777,1
强势,1,0.48784653790566285,1
强势,2,0.012876100381027461,1
强势,3,0.1644987518065957,1
强势,4,0.047299960583366184,1
成功,0,0.3033334437573966,4
成功,1,0.38029570414312674,4
成功,2,0.02067532185145113,4
成功,3,0.22024331000669603,4
成功,4,0.07545222024132951,4
