robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.2068448159104796,18
,1,0.08486773658507693,18
,2,0.03497509549280735,18
,3,0.081510282420528,18
,4,0.10751104238508004,18
,5,0.4168606725697026,18
,6,0.06743035463632543,18
中性,0,0.17234883201899695,3
中性,1,0.05409181785279451,3
中性,2,0.01853145866853299,3
中性,3,0.1332320601971491,3
中性,4,0.16377167180337024,3
中性,5,0.41279534897011877,3
中性,6,0.04522881048903752,3
失败,0,0.290973665973666,3
失败,1,0.09525609525609526,3
失败,2,0.010381885381885381,3
失败,3,0.04866754866754867,3
失败,4,0.06392143892143892,3
失败,5,0.3911122661122661,3
失败,6,0.0996870996870997,3
弱势,0,0.10763606698369224,4
弱势,1,0.04433845837665813,4
弱势,2,0.01748683638455189,4
弱势,3,0.033504835080907985,4
弱势,4,0.3673997289614461,4
弱势,5,0.35965206883945167,4
弱势,6,0.06998200537329186,4
强势,0,0.167389304953357,1
强势,1,0.13953488372093023,1
强势,2,0.009065825778478517,1
强势,3,0.08461437393246617,1
强势,4,0.019576928130337668,1
强势,5,0.39639994744448825,1
强势,6,0.1834187360399422,1
成功,0,0.14823630666280954,4
成功,1,0.07318408520027317,4
成功,2,0.015704148479407123,4
成功,3,0.04429529265984884,4
成功,4,0.042416091192751165,4
成功,5,0.5650449148390592,4
成功,6,0.11111916096585094,4
