method,k_or_mcs,n_topics,outlier_rate,silhouette,dbcv,mean_ari,min_ari,largest_share,smallest_share
hdbscan,30,139.0,0.4170736054179291,0.6651221513748169,0.31783910802913945,1.0,1.0,0.06989115812645225,0.0018955607190901309
hdbscan,50,90.0,0.4437711637854215,0.6681572198867798,0.29946347696012504,1.0,1.0,0.07324575456584428,0.0032041012495994873
hdbscan,80,37.0,0.3632151131705578,0.43719255924224854,0.23346043979383577,1.0,1.0,0.3720682899524209,0.004589980408620207
hdbscan,100,31.0,0.3857779361967564,0.4445313811302185,0.23787850362262594,1.0,1.0,0.3838207985143918,0.005919220055710306
hdbscan,200,15.0,0.3999643557298164,0.4373551309108734,0.11312443474327868,1.0,1.0,0.4225377212783652,0.013068789354877035
kmeans,5,5.0,0.0,0.32489073276519775,,0.7257306126855195,0.5915658671133132,0.2546783104615933,0.0905364462662627
kmeans,7,7.0,0.0,0.37229135632514954,,0.9876859496351876,0.9830119113339154,0.24448404918909286,0.06487257173409375
kmeans,10,10.0,0.0,0.346904993057251,,0.8379045097864234,0.8013684483157911,0.21778649082160043,0.01596863304223846
